person_ctry_code,year,B60L,H01M,F03D,H01L,B60L_RTA,H01M_RTA,F03D_RTA,H01L_RTA
SK,2010,6.41666666667,0.520833333333,6.54166666667,9.76626984127,2.92933345568,0.0320326810765,1.32261555174,0.137857791993
TR,1998,0.0,1.7525210084,2.0,0.597222222222,0.0,0.518567685984,7.49435171243,0.0307445159141
TR,2001,3.0,1.08024691358,4.0,2.7685515873,3.06910273066,0.109060357453,4.07705274103,0.0533660834058
TR,2004,1.0,2.39238095238,3.0,5.56984126984,0.429614386355,0.09182439148,0.857875850223,0.0449165616471
TR,2007,7.92857142857,15.809214212,11.9761904762,27.5408369408,0.917826268713,0.173529537823,0.895706301412,0.0669101073706
TR,2010,8.86666666667,49.9178571429,40.25,32.6206878307,0.490142523049,0.371751834152,0.985402742278,0.0557568692917
TW,1998,5.79325396825,97.4859168609,6.58333333333,5060.72475262,0.344322635449,0.64758607264,0.553813224334,5.84867943996
TW,2001,25.4443223443,313.117959818,13.75,10675.4759578,0.434914593237,0.528171279565,0.234159594305,3.43813462244
TW,2004,32.813373979,603.654754412,52.7785714286,11980.5346772,0.377475892302,0.620405821906,0.404129296276,2.587017709
TW,2007,84.3831709957,1293.02308636,202.336111111,14305.596639,0.579896452916,0.842555418038,0.898357926562,2.06323947783
TW,2010,101.98015873,1545.27035151,366.692018806,12830.6121209,0.463260813433,0.945691618216,0.737729620324,1.80218978637
US,1998,207.987469984,3529.69838776,67.785883969,18049.0071432,0.542387509556,1.02878048542,0.250199387555,0.91522509593
US,2001,278.238163445,5326.37993689,154.709798535,26646.1524356,0.518248808543,0.979055852788,0.287101592989,0.93514436623
US,2004,378.020924473,6571.44396985,332.595461483,31920.5027315,0.587754761456,0.912830268658,0.344208036902,0.931611643461
US,2007,484.700561532,6068.27627266,625.474607699,33919.4961884,0.580241494809,0.688808013603,0.483755970957,0.852184647818
US,2010,554.835413763,5498.69941276,1528.26098441,30138.0287518,0.508691529566,0.6791809536,0.620545657119,0.854374822821
ZA,1998,0.791666666667,9.46666666667,0.0833333333333,7.1,0.581631090156,0.77734704591,0.086655968088,0.101429830127
ZA,2001,0.75,22.805952381,0.8,11.8454365079,0.320360524077,0.961345852503,0.340458268733,0.095334773868
ZA,2004,0.157894736842,10.0786368394,0.944444444444,28.4690398887,0.0629162579052,0.358794629543,0.250493244586,0.212937877145
ZA,2007,0.0526315789474,25.1458333333,9.39285714286,10.7400793651,0.0164503712458,0.745234450021,1.89674267783,0.0704507867928
ZA,2010,0.883333333333,25.6617913832,3.36111111111,49.7818181818,0.240363336338,0.940731660235,0.405053468695,0.418849136833
AR,1999,0.0,5.0,0.0,1.83333333333,0.0,1.0005467295,0.0,0.0630941294142
AR,2002,0.0833333333333,0.0,12.25,2.64047619048,0.0566313504803,0.0,6.58740142851,0.0350536317481
AR,2005,0.0,0.133333333333,1.33333333333,4.3425,0.0,0.0147069946646,1.16141604307,0.101838774525
AR,2008,1.45,3.29754689755,7.0,5.24947089947,1.24739635099,0.303981070295,3.28107337511,0.107634753923
AR,2011,1.0,1.35,7.875,6.82135642136,0.429632883586,0.0889463605635,1.69313573118,0.10880014107
AT,1999,12.8445767196,39.601984127,9.0,189.727472204,1.05428667141,0.33888635796,0.998786791402,0.279220632596
AT,2002,26.2928571429,72.1726874184,22.8666666667,312.016411008,1.62204045207,0.428759925907,1.11626327492,0.376022589563
AT,2005,21.6769256752,69.8773351866,20.8333333333,487.124075546,1.19013431235,0.330639908907,0.778469472786,0.490057084454
AT,2008,13.1120919821,113.15952381,43.0295995671,769.073896315,0.496473244498,0.459128302098,0.887713044893,0.694052711507
AT,2011,71.8969291819,216.595489418,130.024603175,848.362104909,1.62823400101,0.75223370041,1.47358676826,0.713261759856
AU,1999,3.45421245421,49.0882156586,7.47619047619,64.2294391393,0.430148103968,0.637300758323,1.25875348748,0.14341066978
AU,2002,4.98791208791,105.971760812,7.31666666667,119.587184017,0.367724809316,0.752335755717,0.426832310581,0.172227056919
AU,2005,5.35211940837,90.0999464243,38.4730880231,202.8571707,0.307359470546,0.445929278817,1.50370411264,0.213461697465
AU,2008,8.00277777778,56.7445256133,32.8988455988,204.156121413,0.36525042798,0.277519201714,0.818110696014,0.222081767366
AU,2011,11.1847883598,72.1536670737,34.6341269841,211.709533557,0.352951405213,0.349174445857,0.546934208626,0.248021175577
